time,fC2LE2,fC2LE4,fC2LE7,fC2LE9,fPGWh,fPGWm
2050-06-14,595.04474,304.88242,713.73584,990.08264,980.07916,876.5458
2050-06-15,580.83997,310.6737,1016.0137,866.2396,1199.1553,1119.3888
2050-06-16,585.82794,326.09366,1351.3322,758.6534,1373.3926,1317.7042
2050-06-17,583.966,332.87366,1632.2938,661.3653,1471.0079,1432.346
2050-06-18,556.33026,321.42227,1801.3131,571.84827,1479.4902,1444.9811
2050-06-19,503.3287,304.326,1863.1311,492.36407,1409.5869,1367.0669
2050-06-20,441.94043,308.26013,1826.6742,427.98322,1299.5684,1243.651
2050-06-21,386.1533,362.14322,1700.9534,386.65945,1211.9688,1158.4727
2050-06-22,340.66632,470.47607,1510.3901,371.17892,1190.234,1152.3253
2050-06-23,304.506,623.8761,1284.8093,373.64758,1234.2766,1223.3768
2050-06-24,274.88284,831.6802,1053.0845,381.03183,1311.1703,1316.3557
2050-06-25,250.3874,1022.24786,839.5925,384.29926,1389.0,1398.0096
2050-06-26,226.08078,1171.1361,659.9094,381.31506,1431.9921,1438.9042
2050-06-27,202.44246,1264.5078,519.04486,372.87793,1424.5792,1423.066
2050-06-28,181.66553,1295.9036,413.31982,360.1937,1392.2131,1381.0579
2050-06-29,164.22514,1283.8577,337.93024,368.76086,1346.045,1324.2556
2050-06-30,149.21141,1283.8993,285.52753,377.27866,1287.0281,1253.4572
2050-07-01,135.91609,1307.981,249.82817,361.3973,1207.4447,1161.4374
2050-07-02,125.0482,1324.0964,224.31786,322.79523,1122.3313,1063.146
2050-07-03,120.127594,1320.0619,203.84726,277.9005,1033.6007,966.04584
2050-07-04,134.99777,1294.899,185.04977,237.9426,947.17053,881.6273
2050-07-05,199.59267,1245.9066,166.56667,204.83675,877.01825,819.8473
2050-07-06,239.96664,1175.5317,148.7015,177.06906,822.74115,774.48846
2050-07-07,237.72543,1095.3228,132.35283,153.57588,775.9688,728.93567
