time,fC2LE2,fC2LE4,fC2LE7,fC2LE9,fPGWh,fPGWm
2054-09-26,4.39,4.79,3.77,6.23,4.78,3.59
2054-09-27,4.69,3.61,3.34,6.06,4.45,3.25
2054-09-28,4.11,2.83,3.08,6.25,3.82,2.75
2054-09-29,3.6,3.02,3.47,5.47,3.4,2.47
2054-09-30,3.63,3.55,3.36,5.48,3.82,2.87
2054-10-01,3.76,3.99,3.39,4.91,4.19,3.47
2054-10-02,3.63,4.0,3.66,4.46,4.46,3.75
2054-10-03,3.14,3.47,3.31,4.07,3.95,3.11
2054-10-04,2.83,3.43,3.13,3.74,3.83,3.14
2054-10-05,2.52,3.4,3.71,3.86,3.78,3.25
2054-10-06,2.07,3.21,3.9,4.07,3.15,2.63
2054-10-07,1.31,3.34,3.79,4.48,2.95,2.49
2054-10-08,0.98,3.24,3.35,4.11,3.0,2.55
2054-10-09,1.09,3.62,2.98,4.16,2.56,2.13
2054-10-10,0.95,4.06,2.37,4.26,2.16,1.78
2054-10-11,1.31,4.29,1.99,4.62,2.02,1.72
2054-10-12,1.12,3.91,1.5,4.44,1.86,1.41
2054-10-13,1.1,3.05,1.12,4.38,1.37,0.96
2054-10-14,1.01,2.4,0.7,3.95,0.76,0.52
2054-10-15,0.7,1.93,0.29,3.68,0.55,0.5
2054-10-16,0.32,1.96,0.98,3.24,0.42,0.46
2054-10-17,0.3,1.7,1.3,2.45,0.42,0.44
2054-10-18,0.14,1.06,1.19,2.31,0.47,0.5
2054-10-19,0.33,0.4,1.14,2.0,0.52,0.56
2054-10-20,0.42,0.53,1.22,1.78,0.57,0.71
2054-10-21,0.53,0.46,1.38,1.66,1.18,0.96
2054-10-22,0.67,1.46,1.18,1.49,1.69,1.35
2054-10-23,0.52,2.78,0.5,1.19,1.74,1.72
2054-10-24,0.24,3.32,0.21,1.04,1.45,1.5
2054-10-25,0.28,3.0,0.17,0.83,1.45,1.58
2054-10-26,0.47,2.75,0.13,0.78,1.77,1.77
2054-10-27,0.83,2.51,0.25,1.24,2.07,1.96
2054-10-28,1.06,1.97,0.55,0.39,1.26,1.09
2054-10-29,1.16,1.67,0.41,0.14,1.2,1.26
2054-10-30,1.29,1.24,0.14,0.1,1.15,1.32
2054-10-31,1.43,0.89,0.14,0.11,0.95,1.07
2054-11-01,1.73,0.87,0.1,0.1,0.72,1.14
2054-11-02,1.45,0.6,0.1,0.1,0.54,0.89
2054-11-03,1.49,0.1,0.14,0.1,0.62,0.97
2054-11-04,2.05,0.12,0.1,0.1,0.49,0.79
2054-11-05,2.51,0.1,0.1,0.1,0.32,0.39
2054-11-06,2.22,0.1,0.1,0.1,0.54,0.71
2054-11-07,2.38,0.1,0.15,0.12,1.24,1.37
2054-11-08,2.51,0.1,0.32,0.49,1.07,1.54
2054-11-09,2.72,0.1,0.29,1.39,1.31,1.58
2054-11-10,2.62,0.27,0.4,1.82,1.57,1.79
2054-11-11,2.02,0.28,0.43,1.95,1.19,1.43
2054-11-12,0.93,0.28,0.22,1.53,1.04,1.47
2054-11-13,1.22,0.1,0.18,1.14,0.7,0.96
2054-11-14,1.02,0.29,0.19,0.97,0.79,1.19
2054-11-15,0.81,0.3,0.1,1.31,0.59,0.48
2054-11-16,0.83,0.1,0.14,1.12,0.46,0.53
2054-11-17,1.01,0.15,0.21,1.91,0.19,0.16
2054-11-18,1.44,0.13,0.15,2.4,1.28,1.37
2054-11-19,1.85,0.17,0.1,2.89,1.19,1.33
2054-11-20,0.84,0.1,0.1,2.92,1.78,1.83
2054-11-21,0.44,0.1,0.1,2.24,2.32,2.35
2054-11-22,0.97,0.1,0.17,2.11,2.16,1.96
2054-11-23,1.26,0.1,0.29,1.43,2.04,1.82
2054-11-24,0.88,0.1,0.44,1.23,1.42,1.27
2054-11-25,1.08,0.1,0.65,1.31,0.42,0.13
2054-11-26,1.77,0.1,0.15,1.19,0.1,0.1
2054-11-27,1.32,0.1,0.57,1.5,0.1,0.1
2054-11-28,1.06,0.1,0.63,2.13,0.1,0.1
2054-11-29,0.84,0.1,0.91,1.89,0.1,0.1
2054-11-30,0.54,0.1,1.58,1.74,0.1,0.1
2054-12-01,0.72,0.17,1.18,1.67,0.1,0.1
2054-12-02,0.7,0.2,0.11,1.12,0.1,0.1
2054-12-03,1.36,0.18,0.75,1.27,0.1,0.1
2054-12-04,0.77,0.29,0.62,1.4,0.1,0.1
2054-12-05,1.19,0.27,0.1,1.75,0.1,0.1
2054-12-06,1.06,0.27,0.1,1.35,0.46,0.16
2054-12-07,1.17,0.23,0.1,1.71,0.57,0.29
2054-12-08,0.89,0.1,0.25,2.43,0.56,0.36
2054-12-09,0.78,0.1,0.21,2.4,0.98,0.47
2054-12-10,0.79,0.1,0.1,2.09,0.59,0.26
2054-12-11,0.32,0.1,0.87,2.71,0.71,0.61
2054-12-12,0.44,0.1,1.13,2.32,0.52,0.34
2054-12-13,1.0,0.1,1.56,1.82,0.48,0.1
2054-12-14,1.15,0.1,0.59,1.36,0.51,0.1
2054-12-15,1.02,0.18,0.1,1.28,0.89,0.1
2054-12-16,0.58,0.1,0.1,1.88,0.44,0.36
2054-12-17,0.1,0.21,0.1,1.76,0.68,0.38
2054-12-18,0.1,0.1,0.1,1.65,0.1,0.1
2054-12-19,0.94,0.1,0.1,1.19,0.29,0.1
2054-12-20,0.24,0.1,0.1,1.33,1.04,0.25
2054-12-21,0.1,0.1,0.1,1.31,0.82,0.1
2054-12-22,0.75,0.1,0.1,2.11,0.34,0.1
2054-12-23,0.64,0.1,0.1,2.03,0.1,0.1
2054-12-24,0.18,0.1,0.1,1.66,0.11,0.1
2054-12-25,0.59,0.1,0.1,0.42,0.15,0.1
2054-12-26,0.1,0.1,0.1,0.95,0.1,0.1
2054-12-27,0.54,0.1,0.17,0.29,0.1,0.1
2054-12-28,0.54,0.1,0.43,0.29,0.22,0.1
2054-12-29,0.4,0.1,0.14,0.76,0.39,0.32
2054-12-30,0.1,0.1,0.1,0.89,0.1,0.1
2054-12-31,0.53,0.1,0.1,0.99,0.1,0.1
2055-01-01,0.1,0.1,0.1,1.8,0.21,0.1
2055-01-02,0.1,0.1,0.1,1.32,0.1,0.1
2055-01-03,0.37,0.1,0.1,1.26,1.45,0.38
2055-01-04,0.46,0.1,0.1,1.25,1.64,0.83
2055-01-05,0.28,0.1,0.1,1.77,1.83,1.01
2055-01-06,1.7,0.1,1.11,2.67,0.82,0.1
2055-01-07,0.35,0.1,0.38,2.0,1.25,0.33
2055-01-08,0.93,0.1,0.1,1.5,1.01,0.1
2055-01-09,0.68,0.1,0.1,2.02,0.92,0.24
2055-01-10,1.12,0.1,0.1,1.34,2.43,1.14
2055-01-11,0.87,0.1,0.1,0.83,2.74,0.7
2055-01-12,0.1,0.1,0.1,0.1,2.15,0.71
2055-01-13,0.1,0.49,0.1,0.72,1.52,0.86
2055-01-14,0.1,0.1,0.1,0.9,0.69,0.34
2055-01-15,0.1,0.1,0.18,1.01,0.65,0.31
2055-01-16,0.56,0.49,0.1,0.39,1.07,0.39
2055-01-17,0.1,0.1,0.12,0.39,0.53,0.1
2055-01-18,0.1,0.41,0.1,0.18,0.1,0.1
2055-01-19,0.1,0.51,0.1,0.1,0.42,0.1
2055-01-20,0.1,0.1,0.1,0.64,0.1,0.1
2055-01-21,0.1,0.1,0.1,0.1,0.46,0.1
2055-01-22,0.1,0.1,0.1,0.1,0.1,0.15
2055-01-23,0.1,0.1,0.1,0.98,0.1,0.1
2055-01-24,0.1,0.1,0.1,0.63,0.1,0.1
2055-01-25,0.1,0.28,0.23,0.1,0.1,0.1
2055-01-26,0.1,0.61,0.14,0.1,0.1,0.1
2055-01-27,0.1,0.1,0.1,1.35,0.1,0.1
2055-01-28,0.1,0.3,0.1,1.59,0.32,0.1
2055-01-29,0.1,0.1,0.1,0.55,0.1,0.1
2055-01-30,0.41,0.1,0.1,0.89,0.47,0.16
2055-01-31,0.1,0.48,0.1,0.63,0.62,0.36
2055-02-01,0.24,0.62,0.1,0.76,0.59,0.36
2055-02-02,0.1,0.1,0.1,0.1,0.74,0.28
2055-02-03,0.11,0.1,0.1,0.1,0.1,0.1
2055-02-04,0.1,0.1,0.1,0.1,0.18,0.1
2055-02-05,0.1,0.1,0.1,0.1,0.29,0.1
2055-02-06,0.1,0.1,0.1,0.1,0.1,0.1
2055-02-07,0.1,0.1,0.1,0.41,0.45,0.1
2055-02-08,0.15,0.1,0.1,0.17,0.1,0.1
2055-02-09,0.71,0.28,0.1,0.1,0.76,0.45
2055-02-10,0.18,0.1,0.1,0.1,0.43,0.1
2055-02-11,0.1,0.21,0.1,0.34,0.1,0.1
2055-02-12,0.1,0.29,0.1,0.1,0.1,0.1
2055-02-13,0.1,0.18,0.1,0.28,0.1,0.1
2055-02-14,0.1,0.1,0.1,0.1,0.1,0.1
2055-02-15,0.1,0.1,0.55,0.92,0.1,0.1
2055-02-16,0.1,0.1,0.1,0.5,0.1,0.1
2055-02-17,0.1,0.1,0.1,1.54,0.1,0.1
2055-02-18,0.42,0.1,0.1,1.03,0.1,0.1
2055-02-19,0.87,0.1,0.1,0.1,0.1,0.1
2055-02-20,0.52,0.1,0.1,0.1,0.1,0.1
2055-02-21,0.1,0.1,0.1,0.1,0.1,0.1
2055-02-22,0.1,0.1,0.1,0.78,0.1,0.1
2055-02-23,0.42,0.1,0.1,0.11,0.1,0.1
2055-02-24,0.46,0.1,0.1,0.1,0.89,0.3
2055-02-25,0.42,0.3,0.1,0.1,0.37,0.1
2055-02-26,0.1,0.1,0.1,0.1,0.1,0.1
2055-02-27,1.19,0.1,0.17,0.1,0.1,0.1
2055-02-28,1.38,0.1,0.36,0.1,0.77,0.28
2055-03-01,0.2,0.67,0.68,0.1,0.84,0.54
2055-03-02,0.1,0.34,0.6,0.65,0.79,0.59
2055-03-03,0.1,0.12,0.1,1.35,0.68,0.1
2055-03-04,0.1,0.78,0.1,0.1,0.57,0.52
2055-03-05,0.65,0.28,0.1,0.1,0.95,0.44
2055-03-06,0.86,0.1,0.1,0.1,0.89,0.5
2055-03-07,0.19,0.47,0.1,0.1,1.13,0.65
2055-03-08,0.1,0.42,0.1,0.19,1.3,0.92
2055-03-09,0.1,0.1,0.1,0.1,0.28,0.1
2055-03-10,0.55,0.1,0.1,0.1,0.38,0.18
2055-03-11,0.35,0.1,0.1,0.1,0.1,0.1
2055-03-12,0.1,0.1,0.1,0.1,0.81,0.65
2055-03-13,0.1,0.14,0.1,0.23,0.95,0.6
2055-03-14,0.1,0.33,0.1,0.1,0.57,0.14
2055-03-15,0.1,0.1,0.57,0.1,0.29,0.1
2055-03-16,0.96,0.1,0.7,0.1,0.5,0.1
2055-03-17,0.14,1.1,0.1,0.67,0.34,0.1
2055-03-18,0.17,1.19,0.1,1.28,0.24,0.1
2055-03-19,0.1,0.63,0.1,1.65,0.58,0.21
2055-03-20,0.1,1.13,0.1,1.41,0.44,0.28
2055-03-21,0.1,0.1,0.1,2.0,0.67,0.36
2055-03-22,0.1,0.1,0.1,1.96,0.78,0.44
2055-03-23,0.16,0.1,0.38,1.58,1.23,0.7
2055-03-24,0.1,0.91,0.17,2.16,1.25,0.69
2055-03-25,0.1,0.1,0.27,1.65,1.89,0.95
2055-03-26,0.1,0.2,0.1,1.52,1.4,0.7
2055-03-27,0.1,0.1,0.26,2.2,1.61,0.66
2055-03-28,0.1,0.1,0.39,2.18,1.08,0.8
2055-03-29,0.74,0.53,0.1,1.92,1.46,0.98
2055-03-30,0.44,0.44,0.1,0.88,0.46,0.13
2055-03-31,0.13,0.44,0.15,1.52,0.1,0.1
2055-04-01,0.4,1.36,0.53,1.9,0.1,0.1
2055-04-02,1.18,1.59,0.5,1.52,0.33,0.26
2055-04-03,1.69,0.1,0.1,0.53,1.27,0.91
2055-04-04,1.57,0.52,0.1,0.94,0.74,0.56
2055-04-05,1.43,0.79,0.1,1.9,0.1,0.1
2055-04-06,1.24,1.42,0.72,0.1,0.36,0.29
2055-04-07,1.28,1.17,1.56,0.75,0.65,0.41
2055-04-08,1.7,0.4,2.08,0.2,0.1,0.1
2055-04-09,1.89,0.71,2.21,0.42,0.1,0.1
2055-04-10,1.84,0.87,1.86,1.52,0.1,0.1
2055-04-11,1.89,0.91,0.89,1.34,0.1,0.1
2055-04-12,2.05,1.49,0.86,0.41,0.1,0.1
2055-04-13,1.2,1.85,1.02,0.65,0.1,0.1
2055-04-14,1.75,2.25,0.8,1.24,0.64,0.38
2055-04-15,2.15,2.32,1.33,2.11,1.13,0.9
2055-04-16,2.53,2.34,1.63,1.85,1.78,1.27
2055-04-17,1.75,2.39,0.46,1.21,1.49,0.78
2055-04-18,0.55,0.72,0.1,2.61,1.45,0.96
2055-04-19,1.32,0.1,0.11,2.9,0.67,0.34
2055-04-20,0.79,0.68,0.21,2.87,2.1,1.4
2055-04-21,1.93,1.09,0.44,3.41,1.53,0.95
2055-04-22,3.21,0.78,0.74,2.36,0.46,0.15
2055-04-23,3.91,0.99,1.6,2.65,0.93,0.51
2055-04-24,3.74,0.62,0.54,3.04,1.68,1.3
2055-04-25,2.92,0.64,1.69,1.0,1.62,1.26
2055-04-26,2.95,0.11,2.29,1.88,1.8,1.48
2055-04-27,3.67,1.72,0.58,3.04,1.88,1.35
2055-04-28,4.07,1.75,0.91,3.68,2.13,1.44
2055-04-29,2.61,3.27,0.65,4.29,2.44,2.07
2055-04-30,1.41,3.91,1.15,4.62,2.68,2.38
2055-05-01,0.86,4.62,1.03,4.65,2.5,1.99
2055-05-02,0.17,4.94,2.48,3.61,3.25,2.72
2055-05-03,0.41,5.72,3.53,4.19,3.0,3.01
2055-05-04,1.07,6.15,3.89,5.57,2.83,2.54
2055-05-05,2.87,6.52,4.62,6.95,3.16,3.05
2055-05-06,4.71,6.98,4.2,8.34,2.99,2.54
2055-05-07,6.95,5.18,3.16,8.66,3.51,2.29
2055-05-08,7.31,4.8,2.66,7.64,3.58,2.76
2055-05-09,5.39,5.13,2.38,7.33,2.61,2.43
2055-05-10,3.97,4.06,2.13,7.72,2.62,1.83
2055-05-11,3.07,4.12,2.17,7.57,3.56,2.15
2055-05-12,2.73,3.84,3.5,5.93,3.77,2.6
2055-05-13,2.37,4.18,6.01,5.72,4.49,3.82
2055-05-14,1.82,5.25,7.05,6.06,4.67,4.24
2055-05-15,1.97,5.63,8.11,5.97,4.61,4.19
2055-05-16,2.32,6.33,7.84,5.49,3.51,3.34
2055-05-17,3.54,6.96,8.12,5.09,3.33,2.91
2055-05-18,3.63,8.32,7.58,5.54,3.43,2.63
2055-05-19,4.64,8.87,6.33,6.58,4.46,3.66
2055-05-20,6.82,8.5,5.69,6.56,5.8,4.69
2055-05-21,8.37,8.3,6.49,7.51,7.13,6.36
2055-05-22,10.2,9.39,6.67,7.62,7.77,7.4
2055-05-23,10.9,9.36,7.09,7.65,9.0,8.55
2055-05-24,8.4,8.99,7.37,8.47,9.97,9.59
2055-05-25,7.01,6.32,7.96,7.35,10.29,9.45
2055-05-26,7.47,5.05,7.73,7.2,10.64,8.8
2055-05-27,8.24,5.44,7.45,5.43,11.6,9.11
2055-05-28,8.49,4.73,6.89,4.28,11.4,8.48
2055-05-29,9.31,4.63,7.2,4.25,9.89,7.92
2055-05-30,10.55,6.42,7.17,4.33,8.72,7.65
2055-05-31,11.15,8.13,7.0,6.25,7.78,7.16
2055-06-01,10.81,8.94,7.44,7.81,6.15,6.21
2055-06-02,12.93,10.05,7.73,7.81,4.49,4.5
2055-06-03,13.46,11.45,7.81,8.94,4.48,3.62
2055-06-04,12.98,12.34,8.18,9.84,4.88,4.01
2055-06-05,12.59,11.91,9.0,9.9,5.79,4.98
2055-06-06,14.37,11.49,10.4,9.17,6.65,5.55
2055-06-07,16.36,10.58,11.29,9.16,6.29,5.31
2055-06-08,14.65,10.81,12.01,9.83,5.55,4.97
2055-06-09,14.19,10.76,13.09,9.95,4.52,3.97
2055-06-10,15.18,10.49,13.93,9.01,4.42,4.07
2055-06-11,13.77,11.28,13.92,8.27,3.84,3.95
2055-06-12,12.89,11.49,12.4,7.29,3.85,3.99
2055-06-13,11.7,11.77,12.58,6.58,4.39,4.79
2055-06-14,11.53,11.49,11.82,7.38,5.44,5.74
2055-06-15,11.04,10.31,9.45,7.98,6.75,6.39
2055-06-16,12.09,10.02,9.85,8.95,8.5,7.61
2055-06-17,13.55,11.45,10.24,9.19,9.74,8.91
2055-06-18,15.95,12.71,10.36,9.23,10.22,10.65
2055-06-19,17.97,13.04,10.71,10.44,10.81,11.62
2055-06-20,17.02,13.53,11.21,10.57,8.83,9.64
2055-06-21,14.84,11.72,13.18,10.22,8.06,8.23
2055-06-22,13.49,11.4,13.42,10.76,9.97,10.37
2055-06-23,12.55,12.32,12.49,10.22,10.92,10.67
2055-06-24,10.92,10.91,11.84,9.34,9.6,8.44
2055-06-25,8.57,9.43,9.51,9.34,9.57,8.21
2055-06-26,7.33,9.38,8.91,10.42,11.36,10.19
2055-06-27,7.36,10.58,9.06,10.5,12.37,12.9
2055-06-28,8.02,12.57,8.77,10.3,12.7,12.56
2055-06-29,8.41,14.64,7.51,9.81,11.07,10.61
2055-06-30,9.0,13.75,7.38,11.28,9.69,9.29
2055-07-01,8.57,13.34,7.72,14.11,8.51,8.43
2055-07-02,7.95,13.07,7.57,14.2,8.8,8.63
2055-07-03,8.81,11.33,7.33,14.85,8.49,7.82
2055-07-04,11.72,8.78,7.28,15.82,8.37,7.93
2055-07-05,13.04,8.2,7.07,16.06,7.85,7.66
2055-07-06,11.82,10.37,8.37,17.22,8.35,7.86
2055-07-07,9.9,12.93,8.84,18.28,8.34,8.21
2055-07-08,9.21,15.13,9.12,17.61,8.77,8.24
2055-07-09,8.79,14.44,9.82,17.16,9.51,8.07
2055-07-10,8.29,12.8,9.01,17.25,8.57,7.73
2055-07-11,8.3,11.79,7.35,18.92,8.09,8.63
2055-07-12,7.91,10.55,6.67,18.98,7.87,8.51
2055-07-13,7.69,10.48,6.33,16.86,8.61,8.15
2055-07-14,7.78,10.2,6.42,16.67,9.39,8.68
2055-07-15,7.98,8.83,6.87,14.54,9.49,9.92
2055-07-16,7.73,9.38,7.26,12.93,9.68,9.96
2055-07-17,7.1,10.15,8.34,11.9,11.68,11.39
2055-07-18,6.44,9.88,8.94,10.81,12.47,11.07
2055-07-19,6.8,9.12,8.93,9.92,12.03,10.16
2055-07-20,6.86,9.58,9.23,9.97,11.04,10.79
2055-07-21,6.8,13.1,9.59,10.02,12.49,11.27
2055-07-22,6.77,14.87,10.28,10.12,11.46,10.42
2055-07-23,7.32,14.86,12.64,10.28,11.03,9.22
2055-07-24,8.48,13.88,13.52,8.39,10.25,8.76
2055-07-25,9.49,12.4,14.55,7.69,9.38,8.3
2055-07-26,10.2,9.43,15.74,7.58,8.65,7.68
2055-07-27,10.66,8.45,16.01,7.29,8.15,7.18
2055-07-28,9.68,8.0,16.29,7.17,8.19,6.8
2055-07-29,7.69,7.96,16.66,7.51,8.78,7.05
2055-07-30,6.64,8.36,16.95,10.08,9.61,7.05
2055-07-31,6.06,10.72,17.91,13.55,9.31,7.7
2055-08-01,5.73,12.08,19.29,13.72,9.63,8.45
2055-08-02,5.69,13.28,18.45,13.37,10.61,8.82
2055-08-03,6.09,12.54,16.95,12.91,11.47,9.07
2055-08-04,6.78,11.61,16.09,12.2,10.1,8.28
2055-08-05,7.51,11.29,14.28,11.74,9.87,8.34
2055-08-06,7.81,10.35,13.48,11.18,11.84,9.45
2055-08-07,7.68,9.6,12.9,10.64,13.27,11.41
2055-08-08,7.51,11.54,12.35,9.61,14.24,12.35
2055-08-09,8.01,11.64,10.54,9.23,14.93,12.41
2055-08-10,7.54,11.44,10.2,8.91,13.95,12.57
2055-08-11,8.19,11.35,10.57,9.14,12.76,11.35
2055-08-12,8.93,9.97,12.52,9.81,11.06,9.75
2055-08-13,8.78,7.42,14.62,10.43,11.71,11.26
2055-08-14,8.52,6.41,15.04,9.65,11.97,10.67
2055-08-15,8.32,6.96,11.34,9.1,10.14,9.71
2055-08-16,8.09,7.68,10.18,8.54,9.62,9.21
2055-08-17,8.83,8.18,10.4,8.05,9.27,8.98
2055-08-18,8.56,8.01,10.46,8.3,9.07,8.21
2055-08-19,7.93,7.56,11.07,7.74,8.43,7.67
2055-08-20,7.3,7.57,11.02,6.93,7.73,9.02
2055-08-21,6.83,7.76,12.04,6.67,7.68,8.95
2055-08-22,7.12,7.4,13.12,6.83,7.72,8.61
2055-08-23,7.62,7.1,13.51,6.54,8.15,7.91
2055-08-24,8.51,7.83,13.13,6.66,8.44,7.7
2055-08-25,10.42,8.76,11.42,6.99,8.23,7.62
2055-08-26,11.17,8.17,9.94,8.06,8.2,7.79
2055-08-27,10.33,7.45,8.54,9.06,7.9,7.94
2055-08-28,9.28,7.14,7.6,9.56,7.95,7.97
2055-08-29,8.67,7.0,7.74,11.12,8.43,8.42
2055-08-30,8.12,6.48,7.91,12.36,8.43,8.58
2055-08-31,7.27,6.01,7.56,12.58,8.4,8.39
2055-09-01,6.59,6.43,6.36,11.03,9.48,9.32
2055-09-02,5.74,6.52,5.9,11.06,9.74,9.87
2055-09-03,5.62,6.27,5.82,10.8,9.85,9.41
2055-09-04,6.2,6.13,5.9,9.34,9.27,8.98
2055-09-05,6.63,5.64,5.41,7.55,8.58,8.08
2055-09-06,6.67,5.38,5.47,6.77,8.2,7.44
2055-09-07,7.25,5.34,6.55,6.4,7.56,7.06
2055-09-08,8.65,5.66,7.43,8.08,7.1,7.08
2055-09-09,9.59,6.46,7.31,9.45,6.99,6.93
2055-09-10,10.52,7.02,6.83,9.48,7.29,6.68
2055-09-11,10.66,7.17,6.76,9.21,7.82,7.05
2055-09-12,9.97,6.48,6.95,8.08,7.96,7.28
2055-09-13,9.36,5.75,6.15,7.46,8.49,7.99
2055-09-14,9.06,5.09,5.33,7.12,8.77,8.3
2055-09-15,8.42,4.92,5.1,5.41,8.12,7.58
2055-09-16,8.26,4.8,4.57,3.84,7.58,7.29
2055-09-17,8.17,4.76,4.57,3.86,6.88,6.49
2055-09-18,7.87,4.1,4.48,3.62,6.11,5.78
2055-09-19,7.34,3.28,4.83,3.94,5.44,5.29
2055-09-20,6.9,2.64,5.09,4.38,4.68,4.6
2055-09-21,6.49,2.13,5.19,3.85,4.56,4.13
2055-09-22,6.71,2.12,5.34,4.03,4.73,4.38
2055-09-23,6.97,2.3,5.45,4.05,4.64,4.22
2055-09-24,6.87,2.36,5.05,4.32,4.22,3.77
2055-09-25,6.86,2.65,4.38,3.95,3.57,3.2
2055-09-26,5.89,3.26,3.9,3.35,3.22,2.99
2055-09-27,5.11,3.88,4.15,3.22,3.37,2.95
2055-09-28,5.14,4.06,3.9,3.5,3.26,2.72
2055-09-29,5.09,3.95,3.5,3.18,3.69,3.1
2055-09-30,5.18,3.63,3.59,3.16,3.79,3.59
2055-10-01,5.39,3.93,3.7,3.08,3.14,3.3
2055-10-02,5.7,4.34,3.83,3.01,3.2,3.06
2055-10-03,5.92,4.18,4.33,2.72,3.4,3.07
2055-10-04,5.92,3.9,4.59,3.02,3.41,2.74
2055-10-05,5.52,3.24,4.93,3.23,3.61,2.92
2055-10-06,6.25,2.65,4.53,2.92,3.47,3.02
2055-10-07,6.71,2.27,4.39,2.96,2.96,3.26
2055-10-08,7.62,2.1,4.04,3.14,2.54,3.38
2055-10-09,7.76,2.06,3.74,3.18,2.2,3.51
2055-10-10,7.47,1.92,3.63,2.74,2.11,3.14
2055-10-11,6.84,1.44,3.57,2.05,1.97,2.51
2055-10-12,6.07,1.22,3.58,1.58,1.48,1.5
2055-10-13,5.26,1.24,3.27,1.44,1.12,0.54
2055-10-14,4.96,1.28,2.29,1.61,1.05,0.13
2055-10-15,4.57,1.33,1.72,1.35,1.0,0.2
2055-10-16,4.45,1.31,1.39,1.45,1.0,0.26
2055-10-17,4.39,0.69,1.31,1.12,0.83,0.63
2055-10-18,4.72,0.54,1.37,1.01,1.06,0.31
2055-10-19,4.97,0.92,1.71,0.9,1.16,0.39
2055-10-20,5.04,0.54,1.87,0.74,0.52,0.31
2055-10-21,4.04,0.17,1.8,0.32,0.24,0.54
2055-10-22,3.49,0.16,1.68,0.2,0.33,0.82
2055-10-23,2.71,0.15,0.89,0.27,0.2,0.39
2055-10-24,1.98,0.1,0.29,0.19,0.11,0.23
2055-10-25,2.29,0.15,0.19,0.15,0.1,0.1
2055-10-26,2.81,0.2,0.1,0.1,0.1,0.1
2055-10-27,3.29,0.19,0.1,0.1,0.13,0.21
2055-10-28,3.45,0.2,0.13,0.1,0.23,0.48
2055-10-29,3.18,0.18,0.18,0.29,0.3,0.5
2055-10-30,2.32,0.21,0.47,0.34,0.17,0.15
2055-10-31,1.73,0.25,0.58,0.62,0.15,0.21
2055-11-01,0.78,0.18,0.18,0.53,0.11,0.2
2055-11-02,0.1,0.11,0.15,0.6,0.23,0.35
2055-11-03,0.1,0.11,0.1,0.69,0.16,0.27
2055-11-04,0.12,0.15,0.1,0.61,0.41,0.64
2055-11-05,0.1,0.11,0.1,0.45,0.2,0.4
2055-11-06,0.14,0.1,0.1,0.31,0.16,0.37
2055-11-07,0.1,0.1,0.1,0.76,0.32,0.53
2055-11-08,0.1,0.1,0.1,1.0,0.31,0.42
2055-11-09,0.1,0.1,0.1,0.93,0.1,0.1
2055-11-10,0.1,0.1,0.1,0.8,0.1,0.1
2055-11-11,0.1,0.13,0.1,0.95,0.18,0.34
2055-11-12,0.1,0.1,0.11,0.93,0.1,0.1
2055-11-13,0.1,0.1,0.1,0.69,0.1,0.1
2055-11-14,0.1,0.14,0.1,0.48,0.1,0.1
2055-11-15,0.1,0.13,0.19,0.65,0.11,0.15
2055-11-16,0.1,0.1,0.1,0.93,0.22,0.17
2055-11-17,0.1,0.1,0.16,0.81,0.1,0.1
2055-11-18,0.1,0.1,0.1,0.38,0.1,0.1
2055-11-19,0.1,0.1,0.1,1.23,0.1,0.1
2055-11-20,0.1,0.1,0.1,1.12,0.1,0.1
2055-11-21,0.1,0.1,0.34,0.51,0.1,0.1
2055-11-22,0.1,0.1,0.41,0.7,0.1,0.1
2055-11-23,0.1,0.1,0.35,0.98,0.41,0.26
2055-11-24,0.1,0.1,0.42,1.81,0.52,0.16
2055-11-25,0.1,0.1,0.37,2.1,0.55,0.13
2055-11-26,0.1,0.1,0.53,1.26,0.63,0.34
2055-11-27,0.11,0.1,0.7,1.99,0.51,0.64
2055-11-28,0.1,0.16,0.37,2.01,0.88,0.19
2055-11-29,0.1,0.1,0.65,1.86,0.85,0.41
2055-11-30,0.1,0.1,0.55,1.17,1.07,0.47
2055-12-01,0.1,0.1,0.68,1.86,0.41,0.1
2055-12-02,0.1,0.12,1.11,1.82,0.1,0.1
2055-12-03,0.1,0.1,0.87,1.77,0.1,0.1
2055-12-04,0.1,0.1,0.96,2.37,0.1,0.1
2055-12-05,0.1,0.1,0.49,2.05,0.36,0.1
2055-12-06,0.1,0.12,0.27,2.51,0.19,0.1
2055-12-07,0.1,0.1,0.48,2.73,0.1,0.1
2055-12-08,0.1,0.1,1.28,1.71,0.14,0.1
2055-12-09,0.1,0.1,0.41,2.16,0.89,0.53
2055-12-10,0.1,0.1,0.1,2.17,0.92,0.52
2055-12-11,0.1,0.1,0.23,0.62,0.47,0.1
2055-12-12,0.1,0.1,0.1,0.69,0.52,0.1
2055-12-13,0.1,0.1,0.3,0.9,0.13,0.1
2055-12-14,0.1,0.1,0.91,1.25,0.24,0.1
2055-12-15,0.1,0.1,0.7,1.43,0.92,0.66
2055-12-16,0.1,0.1,0.22,0.87,0.69,0.1
2055-12-17,0.1,0.1,0.35,1.63,0.64,0.1
2055-12-18,0.1,0.1,0.48,0.92,0.1,0.1
2055-12-19,0.28,0.1,0.33,0.1,0.1,0.1
